token	tag_cafeteria_binary
acid	O
-	O
base	O
balance	O
and	O
antibody	O
synthesis	O
.	O
Dietary	O
proteins	O
are	O
important	O
nutrients	O
and	O
are	O
classified	O
into	O
:	O
1	O
)	O
animal	O
proteins	O
(	O
meat	B
,	O
fish	B
,	O
poultry	B
,	O
eggs	B
and	O
dairy	B
)	O
,	O
and	O
,	O
2	O
)	O
plant	O
proteins	O
(	O
legumes	B
,	O
nuts	B
and	O
soy	B
)	O
.	O
Dietary	O
modification	O
is	O
one	O
of	O
the	O
most	O
important	O
lifestyle	O
changes	O
that	O
has	O
been	O
shown	O
to	O
significantly	O
decrease	O
the	O
risk	O
of	O
cardiovascular	O
(	O
CV	O
)	O
disease	O
(	O
CVD	O
)	O
by	O
attenuating	O
related	O
risk	O
factors	O
.	O
The	O
CVD	O
burden	O
is	O
reduced	O
by	O
optimum	O
diet	O
through	O
replacement	O
of	O
unprocessed	B
meat	I
with	O
low	O
saturated	O
fat	O
,	O
animal	O
proteins	O
and	O
plant	O
proteins	O
.	O
In	O
view	O
of	O
the	O
available	O
evidence	O
,	O
it	O
has	O
become	O
acceptable	O
to	O
emphasize	O
the	O
role	O
of	O
optimum	O
nutrition	O
to	O
maintain	O
arterial	O
and	O
CV	O
health	O
.	O
Such	O
healthy	O
diets	O
are	O
thought	O
to	O
increase	O
satiety	O
,	O
facilitate	O
weight	O
loss	O
,	O
and	O
improve	O
CV	O
risk	O
.	O
Different	O
studies	O
have	O
compared	O
the	O
benefits	O
of	O
omnivorous	O
and	O
vegetarian	O
diets	O
.	O
Animal	O
protein	O
related	O
risk	O
has	O
been	O
suggested	O
to	O
be	O
greater	O
with	O
red	B
or	I
processed	I
meat	I
over	O
and	O
above	O
poultry	B
,	O
fish	B
and	O
nuts	B
,	O
which	O
carry	O
a	O
lower	O
risk	O
for	O
CVD	O
.	O
In	O
contrast	O
,	O
others	O
have	O
shown	O
no	O
association	O
of	O
red	B
meat	I
intake	I
with	O
CVD	O
.	O
The	O
aim	O
of	O
this	O
expert	O
opinion	O
recommendation	O
was	O
to	O
elucidate	O
the	O
different	O
impact	O
of	O
animal	O
vs	O
vegetable	O
protein	O
on	O
modifying	O
cardiometabolic	O
risk	O
factors	O
.	O
Many	O
observational	O
and	O
interventional	O
studies	O
confirmed	O
that	O
increasing	O
protein	O
intake	O
,	O
especially	O
plant	O
-	O
based	O
proteins	O
and	O
certain	O
animal	O
-	O
based	O
proteins	O
(	O
poultry	B
,	O
fish	B
,	O
unprocessed	B
red	I
meat	I
low	O
in	O
saturated	O
fats	O
and	O
low	B
-	I
fat	I
dairy	I
products	I
)	O
have	O
a	O
positive	O
effect	O
in	O
modifying	O
cardiometabolic	O
risk	O
factors	O
.	O
Red	B
meat	I
intake	I
correlates	O
with	O
increased	O
CVD	O
risk	O
,	O
mainly	O
because	O
of	O
its	O
non	O
-	O
protein	O
ingredients	O
(	O
saturated	O
fats	O
)	O
.	O
However	O
,	O
the	O
way	O
red	B
meat	I
is	O
cooked	O
and	O
preserved	O
matters	O
.	O
Thus	O
,	O
it	O
is	O
recommended	O
to	O
substitute	O
red	B
meat	I
with	O
poultry	B
or	O
fish	B
in	O
order	O
to	O
lower	O
CVD	O
risk	O
.	O
Specific	O
amino	O
acids	O
have	O
favourable	O
results	O
in	O
modifying	O
major	O
risk	O
factors	O
for	O
CVD	O
,	O
such	O
as	O
hypertension	O
.	O
Apart	O
from	O
meat	B
,	O
other	O
animal	O
-	O
source	O
proteins	O
,	O
like	O
those	O
found	O
in	O
dairy	B
products	I
(	O
especially	O
whey	O
protein	O
)	O
are	O
inversely	O
correlated	O
to	O
hypertension	O
,	O
obesity	O
and	O
insulin	O
resistance	O
.	O
This	O
article	O
details	O
the	O
development	O
,	O
delivery	O
,	O
and	O
evaluation	O
of	O
a	O
six	O
-	O
session	O
nutrition	O
course	O
entitled	O
""""	O
Eating	O
Today	O
for	O
a	O
Healthier	O
Tomorrow	O
.	O
""""	O
The	O
course	O
addressed	O
nutrition	O
practices	O
associated	O
with	O
the	O
reduction	O
of	O
risk	O
for	O
coronary	O
heart	O
disease	O
,	O
cancer	O
,	O
osteoporosis	O
,	O
and	O
obesity	O
.	O
Teaching	O
teams	O
,	O
consisting	O
of	O
an	O
extension	O
agent	O
and	O
a	O
registered	O
dietitian	O
,	O
were	O
used	O
in	O
course	O
delivery	O
.	O
A	O
wide	O
variety	O
of	O
printed	O
and	O
audiovisual	O
teaching	O
aids	O
helped	O
participants	O
learn	O
through	O
discussion	O
,	O
goal	O
setting	O
,	O
games	O
,	O
and	O
food	O
tasting	O
.	O
Evaluation	O
components	O
of	O
the	O
course	O
included	O
demographic	O
and	O
pre-	O
and	O
post	O
-	O
course	O
food	O
frequency	O
information	O
as	O
well	O
as	O
an	O
overall	O
evaluation	O
by	O
each	O
participant	O
.	O
Post	O
-	O
course	O
evaluation	O
data	O
were	O
collected	O
at	O
a	O
reunion	O
session	O
held	O
2	O
months	O
after	O
course	O
completion	O
.	O
One	O
hundred	O
forty	O
-	O
two	O
of	O
195	O
participants	O
(	O
73	O
%	O
)	O
completed	O
the	O
course	O
and	O
the	O
evaluation	O
.	O
Three	O
-	O
fourths	O
of	O
the	O
participants	O
had	O
a	O
family	O
history	O
of	O
at	O
least	O
one	O
of	O
the	O
life	O
-	O
style	O
diseases	O
addressed	O
by	O
the	O
course	O
.	O
The	O
food	O
frequency	O
results	O
indicated	O
that	O
participants	O
made	O
some	O
significant	O
changes	O
in	O
their	O
food	O
practices	O
.	O
They	O
decreased	O
the	O
number	O
of	O
times	O
they	O
selected	O
high	B
-	I
fat	I
cheese	I
,	O
regular	O
red	B
meats	I
,	O
foods	O
from	O
the	O
saturated	O
fatty	O
acid	O
group	O
,	O
desserts	B
,	O
sodium	B
-	I
rich	I
products	I
,	O
and	O
tea	B
/	O
coffee	I
(	O
p	O
less	O
than	O
.05	O
)	O
,	O
and	O
they	O
increased	O
selection	O
of	O
low	B
-	I
fat	I
dairy	I
products	I
(	O
p	O
less	O
than	O
.05	O
)	O
.	O
Further	O
study	O
is	O
recommended	O
to	O
determine	O
whether	O
individuals	O
maintain	O
the	O
dietary	O
changes	O
and	O
how	O
those	O
changes	O
affect	O
others	O
in	O
the	O
person	O
's	O
immediate	O
environment	O
.	O
Diabetes	O
is	O
one	O
of	O
the	O
main	O
health	O
problems	O
among	O
Saharawi	O
refugees	O
living	O
in	O
Algerian	O
camps	O
,	O
especially	O
for	O
women	O
.	O
As	O
is	O
known	O
,	O
diet	O
plays	O
an	O
important	O
role	O
in	O
the	O
management	O
of	O
diabetes	O
.	O
However	O
,	O
the	O
dietary	O
habits	O
of	O
Saharawi	O
diabetic	O
women	O
are	O
unknown	O
.	O
Therefore	O
,	O
we	O
investigated	O
the	O
dietary	O
habits	O
and	O
established	O
their	O
relationship	O
with	O
the	O
nutritional	O
status	O
and	O
glycemic	O
profile	O
of	O
such	O
women	O
.	O
We	O
recruited	O
65	O
Saharawi	O
type	O
II	O
diabetic	O
women	O
taking	O
orally	O
glucose	O
-	O
lowering	O
drugs	O
only	O
.	O
Dietary	O
habits	O
were	O
investigated	O
using	O
qualitative	O
24	O
h	O
recall	O
carried	O
out	O
over	O
three	O
non	O
-	O
consecutive	O
days	O
.	O
Anthropometric	O
measurements	O
were	O
taken	O
and	O
blood	O
parameters	O
were	O
measured	O
.	O
About	O
80	O
%	O
of	O
the	O
women	O
were	O
overweight	O
and	O
about	O
three	O
out	O
of	O
four	O
women	O
had	O
uncompensated	O
diabetes	O
and	O
were	O
insulin	O
resistant	O
.	O
The	O
Saharawi	O
diet	O
was	O
found	O
to	O
mainly	O
include	O
cereals	B
,	O
oils	B
,	O
sugars	B
,	O
vegetables	B
(	O
especially	O
onions	B
,	O
tomatoes	B
,	O
and	O
carrots	B
)	O
,	O
tea	B
,	O
and	O
meat	B
.	O
Principal	O
component	O
analysis	O
identified	O
two	O
major	O
dietary	O
patterns	O
,	O
the	O
first	O
one	O
""""	O
healthy	O
""""	O
and	O
the	O
second	O
one	O
""""	O
unhealthy	O
""""	O
.	O
Women	O
in	O
the	O
higher	O
tertile	O
of	O
adherence	O
to	O
the	O
unhealthy	O
dietary	O
pattern	O
had	O
a	O
higher	O
homeostatic	O
model	O
assessment	O
for	O
insulin	O
resistance	O
(	O
HOMA	O
)	O
index	O
(	O
b	O
=	O
2.49	O
;	O
95	O
%	O
CI	O
:	O
0.41	O
-	O
4.57	O
;	O
While	O
differences	O
in	O
glucose	O
and	O
insulin	O
responses	O
to	O
specific	O
carbohydrate	O
foods	O
have	O
been	O
reported	O
,	O
few	O
data	O
are	O
available	O
for	O
mixed	O
meals	O
incorporating	O
such	O
foods	O
.	O
This	O
study	O
compared	O
the	O
plasma	O
glucose	O
(	O
PG	O
)	O
,	O
serum	O
insulin	O
(	O
SI	O
)	O
,	O
and	O
C	O
-	O
peptide	O
(	O
CP	O
)	O
responses	O
to	O
three	O
different	O
isocaloric	O
test	O
breakfasts	O
given	O
in	O
random	O
order	O
to	O
eight	O
insulin	O
-	O
treated	O
non	O
-	O
insulin	O
-	O
dependent	O
diabetes	O
mellitus	O
(	O
NIDDM	O
)	O
patients	O
.	O
The	O
test	O
meals	O
were	O
selected	O
from	O
a	O
hospital	O
food	O
exchange	O
list	O
and	O
contained	O
similar	O
quantities	O
of	O
carbohydrate	O
,	O
protein	O
,	O
fat	O
,	O
and	O
dietary	O
fiber	O
.	O
The	O
postprandial	O
PG	O
,	O
SI	O
,	O
and	O
CP	O
responses	O
to	O
two	O
of	O
the	O
test	O
breakfasts	O
(	O
meal	O
A	O
:	O
eggs	B
,	O
toasted	O
wholemeal	B
bread	I
,	O
orange	B
juice	I
,	O
margarine	B
,	O
and	O
milk	B
;	O
meal	O
B	O
:	O
wheatflake	B
biscuits	I
,	O
toasted	O
wholemeal	B
bread	I
,	O
milk	B
,	O
and	O
margarine	B
)	O
were	O
similar	O
(	O
meal	O
A	O
:	O
104.3	O
+	O
/-	O
23.0	O
mg	O
X	O
h	O
X	O
dl-1	O
,	O
5996	O
+	O
/-	O
1108	O
microU	O
X	O
min	O
X	O
ml-1	O
,	O
and	O
89.8	O
+	O
/-	O
25.4	O
pmol	O
X	O
min	O
X	O
ml-1	O
,	O
respectively	O
;	O
meal	O
B	O
:	O
104.9	O
+	O
/-	O
21.6	O
mg	O
X	O
h	O
X	O
dl-1	O
,	O
6268	O
+	O
/-	O
1161	O
microU	O
X	O
min	O
X	O
ml-1	O
,	O
and	O
99.8	O
+	O
/-	O
26.4	O
pmol	O
X	O
min	O
X	O
ml-1	O
,	O
respectively	O
)	O
.	O
Meal	O
C	O
,	O
consisting	O
of	O
toasted	O
muesli	B
and	O
skim	B
milk	I
,	O
produced	O
smaller	O
glycemic	O
and	O
insulin	O
responses	O
(	O
46.8	O
+	O
/-	O
8.8	O
mg	O
X	O
h	O
X	O
dl-1	O
;	O
P	O
less	O
than	O
.02	O
,	O
and	O
4369	O
+	O
/-	O
700	O
microU	O
X	O
min	O
X	O
ml-1	O
;	O
P	O
less	O
than	O
.05	O
,	O
respectively	O
)	O
than	O
meals	O
A	O
and	O
B	O
and	O
less	O
endogenous	O
insulin	O
secretion	O
(	O
CP	O
response	O
62.8	O
+	O
/-	O
19.9	O
pmol	O
X	O
min	O
X	O
ml-1	O
;	O
P	O
less	O
than	O
.05	O
compared	O
with	O
meal	O
A	O
,	O
NS	O
compared	O
with	O
meal	O
B).(ABSTRACT	O
TRUNCATED	O
AT	O
250	O
WORDS	O
)	O
Asians	O
typically	O
consume	O
carbohydrate	O
-	O
rich	O
and	O
high	O
-	O
glycaemic	O
-	O
index	O
diets	O
that	O
have	O
been	O
associated	O
with	O
an	O
increased	O
risk	O
of	O
developing	O
type	O
2	O
diabetes	O
.	O
Rice	B
is	O
rarely	O
eaten	O
alone	O
such	O
that	O
it	O
is	O
of	O
interest	O
to	O
investigate	O
the	O
effects	O
of	O
co	O
-	O
ingesting	O
different	O
protein	O
-	O
rich	O
meals	O
with	O
rice	B
on	O
insulin	O
and	O
glycaemic	O
response	O
.	O
This	O
study	O
had	O
a	O
randomised	O
,	O
controlled	O
,	O
non	O
-	O
blind	O
,	O
cross	O
-	O
over	O
design	O
in	O
which	O
fifteen	O
healthy	O
Chinese	O
male	O
participants	O
were	O
required	O
to	O
come	O
on	O
non	O
-	O
consecutive	O
days	O
.	O
Five	O
rice	O
-	O
based	O
test	O
meals	O
were	O
served	O
:	O
rice	B
alone	O
(	O
control	O
)	O
,	O
rice	B
with	O
fish	B
(	O
RWF	O
)	O
,	O
rice	B
with	O
egg	B
white	I
(	O
RWE	O
)	O
,	O
rice	B
with	O
soya	B
beancurd	I
(	O
taukwa	O
)	O
(	O
RWT	O
)	O
and	O
rice	B
with	O
chicken	B
(	O
RWC	O
)	O
.	O
The	O
control	O
meal	O
consisted	O
of	O
50	O
g	O
of	O
available	O
carbohydrate	O
,	O
whereas	O
all	O
other	O
test	O
meals	O
contained	O
additional	O
25	O
g	O
of	O
protein	O
.	O
RWT	O
was	O
the	O
only	O
meal	O
that	O
showed	O
significantly	O
lower	O
glucose	O
response	O
when	O
compared	O
with	O
the	O
control	O
(	O
P<0·05	O
)	O
.	O
RWF	O
and	O
RWE	O
had	O
significantly	O
higher	O
insulin	O
response	O
,	O
but	O
no	O
significant	O
increase	O
was	O
observed	O
in	O
RWT	O
and	O
RWC	O
when	O
compared	O
with	O
the	O
control	O
(	O
P<0·05	O
)	O
.	O
RWT	O
and	O
RWF	O
showed	O
significantly	O
higher	O
glucagon	O
secretion	O
as	O
compared	O
with	O
the	O
control	O
(	O
P<0·05	O
)	O
.	O
The	O
four	O
test	O
meals	O
studied	O
showed	O
varying	O
effects	O
,	O
with	O
RWT	O
showing	O
the	O
greatest	O
reduction	O
in	O
glycaemic	O
response	O
.	O
Therefore	O
,	O
the	O
ingestion	O
of	O
soya	B
beancurd	I
with	O
rice	B
may	O
have	O
a	O
direct	O
impact	O
on	O
reducing	O
the	O
risk	O
in	O
Asians	O
transiting	O
from	O
being	O
pre	O
-	O
diabetics	O
to	O
diabetics	O
.	O
Higher	O
intake	O
of	O
ultraprocessed	B
foods	I
(	O
UPF	O
)	O
,	O
which	O
have	O
undergone	O
multiple	O
processes	O
and	O
have	O
poor	O
nutrient	O
quality	O
,	O
is	O
associated	O
with	O
higher	O
incidence	O
of	O
non	O
-	O
communicable	O
diseases	O
.	O
Yet	O
,	O
its	O
association	O
with	O
hypertension	O
has	O
scarcely	O
been	O
studied	O
,	O
especially	O
in	O
low-	O
and	O
middle	O
-	O
income	O
countries	O
(	O
LMIC	O
)	O
.	O
We	O
aimed	O
to	O
estimate	O
the	O
associations	O
between	O
consumption	O
of	O
UPF	O
(	O
total	O
,	O
liquid	O
and	O
solid	O
)	O
and	O
UPF	O
subgroups	O
and	O
incident	O
hypertension	O
in	O
a	O
prospective	O
cohort	O
study	O
.	O
We	O
used	O
data	O
from	O
the	O
Mexican	O
Teachers	O
'	O
Cohort	O
including	O
64	O
934	O
disease	O
-	O
free	O
women	O
aged	O
≥25	O
years	O
at	O
baseline	O
.	O
We	O
assessed	O
baseline	O
usual	O
dietary	O
intake	O
using	O
a	O
validated	O
FFQ	O
,	O
and	O
each	O
item	O
was	O
categorised	O
according	O
to	O
NOVA	O
,	O
a	O
degree	O
of	O
food	O
processing	O
classification	O
system	O
.	O
UPF	O
and	O
UPF	O
subgroups	O
were	O
categorised	O
according	O
to	O
the	O
distribution	O
of	O
their	O
contribution	O
to	O
total	O
energy	O
intake	O
.	O
Hypertension	O
was	O
self	O
-	O
reported	O
.	O
We	O
estimated	O
incidence	O
rate	O
ratios	O
(	O
IRR	O
)	O
and	O
their	O
95	O
%	O
CI	O
.	O
During	O
a	O
median	O
follow	O
-	O
up	O
of	O
2·2	O
years	O
,	O
we	O
identified	O
3752	O
incident	O
cases	O
of	O
hypertension	O
.	O
Mean	O
contribution	O
of	O
UPF	O
to	O
total	O
energy	O
intake	O
was	O
29·8	O
(	O
SD	O
9·4	O
)	O
%	O
energy	O
(	O
23·4	O
(	O
SD	O
8·9	O
)	O
%	O
solid	O
,	O
6·4	O
(	O
SD	O
4·8	O
)	O
%	O
liquid	O
)	O
.	O
Comparing	O
extreme	O
categories	O
showed	O
that	O
higher	O
total	O
and	O
solid	O
UPF	O
consumptions	O
were	O
not	O
associated	O
with	O
incident	O
hypertension	O
(	O
IRR	O
0·96	O
,	O
95	O
%	O
CI	O
0·79	O
,	O
1·16	O
;	O
IRR	O
0·91	O
,	O
95	O
%	O
CI	O
0·82	O
,	O
1·01	O
,	O
respectively	O
)	O
.	O
However	O
,	O
liquid	O
UPF	O
and	O
processed	B
meats	I
were	O
associated	O
with	O
increased	O
hypertension	O
(	O
IRR	O
1·32	O
,	O
95	O
%	O
CI	O
1·10	O
,	O
1·65	O
;	O
IRR	O
1·17	O
,	O
95	O
%	O
CI	O
1·01	O
,	O
1·36	O
,	O
respectively	O
)	O
.	O
Addressing	O
intake	O
of	O
liquid	O
UPF	O
and	O
processed	O
meats	O
may	O
help	O
in	O
managing	O
hypertension	O
in	O
LMIC	O
.	O
Milk	B
contains	O
components	O
that	O
provide	O
critical	O
nutritive	O
elements	O
,	O
immunological	O
protection	O
,	O
and	O
biologically	O
active	O
substances	O
to	O
both	O
neonates	O
and	O
adults	O
.	O
Milk	O
proteins	O
are	O
currently	O
the	O
main	O
source	O
of	O
a	O
range	O
of	O
biologically	O
active	O
peptides	O
.	O
Concentrates	O
of	O
these	O
peptides	O
are	O
potential	O
health	O
-	O
enhancing	O
nutraceuticals	O
for	O
food	O
and	O
pharmaceutical	O
applications	O
.	O
Several	O
bioactive	O
peptides	O
may	O
be	O
used	O
as	O
nutraceuticals	O
,	O
for	O
example	O
,	O
in	O
the	O
treatment	O
of	O
diarrhea	O
,	O
hypertension	O
,	O
thrombosis	O
,	O
dental	O
diseases	O
,	O
as	O
well	O
as	O
mineral	O
malabsorption	O
,	O
and	O
immunodeficiency	O
.	O
Minor	O
whey	O
proteins	O
,	O
such	O
as	O
lactoferrin	O
,	O
lactoperoxidase	O
,	O
lysozyme	O
,	O
and	O
immunoglobulins	O
,	O
are	O
considered	O
antimicrobial	O
proteins	O
.	O
Milk	B
also	O
contains	O
some	O
natural	O
bioactive	O
substances	O
.	O
These	O
include	O
oligosaccharides	O
,	O
fucosylated	O
oligosaccharides	O
,	O
hormones	O
,	O
growth	O
factors	O
,	O
mucin	O
,	O
gangliosides	O
,	O
and	O
endogenous	O
peptides	O
,	O
which	O
are	O
present	O
in	O
milk	B
at	O
secretion	O
.	O
Most	O
of	O
the	O
claimed	O
physiological	O
properties	O
of	O
milk	O
bioactive	O
components	O
have	O
been	O
carried	O
out	O
in	O
vitro	O
or	O
in	O
animal	O
model	O
systems	O
,	O
and	O
these	O
hypothesized	O
properties	O
remain	O
to	O
be	O
proven	O
in	O
humans	O
.	O
Whether	O
these	O
milk	O
bioactive	O
components	O
will	O
replace	O
drugs	O
entirely	O
in	O
the	O
immediate	O
future	O
is	O
still	O
unclear	O
,	O
but	O
the	O
increasing	O
appreciation	O
of	O
""""	O
drug	O
foods	O
""""	O
or	O
nutraceuticals	O
plays	O
a	O
complementary	O
rather	O
than	O
a	O
substitutional	O
role	O
to	O
the	O
synthetic	O
pharmacological	O
drugs	O
.	O
Diets	O
high	O
in	O
glycaemic	O
index	O
(	O
GI	O
)	O
and	O
glycaemic	O
load	O
(	O
GL	O
)	O
have	O
been	O
associated	O
with	O
a	O
higher	O
diabetes	O
risk	O
.	O
Beer	B
explained	O
a	O
large	O
proportion	O
of	O
variation	O
in	O
GI	O
in	O
a	O
Finnish	O
and	O
an	O
American	O
study	O
.	O
However	O
,	O
few	O
beers	B
have	O
been	O
tested	O
according	O
to	O
International	O
Organization	O
for	O
Standardization	O
(	O
ISO	O
)	O
methodology	O
.	O
We	O
tested	O
the	O
GI	O
of	O
beer	B
and	O
estimated	O
its	O
contribution	O
to	O
dietary	O
GI	O
and	O
GL	O
in	O
the	O
Netherlands	O
.	O
GI	O
testing	O
of	O
pilsner	B
beer	I
(	O
Pilsner	O
Urquell	O
)	O
was	O
conducted	O
at	O
The	O
University	O
of	O
Sydney	O
according	O
to	O
ISO	O
international	O
standards	O
with	O
glucose	O
as	O
the	O
reference	O
food	O
.	O
Subsequently	O
,	O
GI	O
and	O
GL	O
values	O
were	O
assigned	O
to	O
2556	O
food	O
items	O
in	O
the	O
2011	O
Dutch	O
food	O
composition	O
table	O
using	O
a	O
six	O
-	O
step	O
methodology	O
and	O
consulting	O
four	O
databases	O
.	O
This	O
table	O
was	O
linked	O
to	O
dietary	O
data	O
from	O
2106	O
adults	O
in	O
the	O
Dutch	O
National	O
Food	O
Consumption	O
Survey	O
2007	O
-	O
2010	O
.	O
Stepwise	O
linear	O
regression	O
identified	O
contribution	O
to	O
inter	O
-	O
individual	O
variation	O
in	O
dietary	O
GI	O
and	O
GL	O
.	O
The	O
GI	O
of	O
pilsner	B
beer	I
was	O
89	O
(	O
SD	O
5	O
)	O
.	O
Beer	B
consumption	I
contributed	O
to	O
9·6	O
and	O
5·3	O
%	O
inter	O
-	O
individual	O
variation	O
in	O
GI	O
and	O
GL	O
,	O
respectively	O
.	O
Other	O
foods	O
that	O
contributed	O
to	O
the	O
inter	O
-	O
individual	O
variation	O
in	O
GI	O
and	O
GL	O
included	O
potatoes	B
,	O
bread	B
,	O
soft	B
drinks	I
,	O
sugar	B
,	O
candy	B
,	O
wine	B
,	O
coffee	B
and	O
tea	B
.	O
The	O
results	O
were	O
more	O
pronounced	O
in	O
men	O
than	O
in	O
women	O
.	O
In	O
conclusion	O
,	O
