,token,label
65595,There,O
65596,are,O
65597,very,O
65598,few,O
65599,large,O
65600,scale,O
65601,studies,O
65602,that,O
65603,have,O
65604,examined,O
65605,the,O
65606,association,O
65607,of,O
65608,prostate,O
65609,cancer,O
65610,with,O
65611,alcohol,O
65612,and,O
65613,other,O
65614,beverages,O
65615,.,O
65616,This,O
65617,relationship,O
65618,was,O
65619,examined,O
65620,in,O
65621,a,O
65622,case,O
65623,-,O
65624,control,O
65625,study,O
65626,conducted,O
65627,in,O
65628,3,O
65629,geographical,O
65630,areas,O
65631,of,O
65632,Canada,O
65633,[,O
65634,Metropolitan,O
65635,Toronto,O
65636,(,O
65637,Ontario,O
65638,),O
65639,",",O
65640,Montreal,O
65641,(,O
65642,Quebec,O
65643,),O
65644,",",O
65645,and,O
65646,Vancouver,O
65647,(,O
65648,British,O
65649,Columbia,O
65650,),O
65651,],O
65652,with,O
65653,617,O
65654,incident,O
65655,cases,O
65656,and,O
65657,637,O
65658,population,O
65659,controls,O
65660,.,O
65661,Complete,O
65662,history,O
65663,of,O
65664,beverage,O
65665,intake,O
65666,was,O
65667,assessed,O
65668,by,O
65669,a,O
65670,personal,O
65671,interview,O
65672,with,O
65673,reference,O
65674,to,O
65675,a,O
65676,1,O
65677,-,O
65678,year,O
65679,period,O
65680,prior,O
65681,to,O
65682,diagnosis,O
65683,or,O
65684,interview,O
65685,.,O
65686,In,O
65687,age-,O
65688,and,O
65689,energy,O
65690,-,O
65691,adjusted,O
65692,models,O
65693,for,O
65694,all,O
65695,centers,O
65696,combined,O
65697,",",O
65698,the,O
65699,odds,O
65700,ratio,O
65701,(,O
65702,OR,O
65703,),O
65704,for,O
65705,the,O
65706,highest,O
65707,quintile,O
65708,of,O
65709,total,O
65710,alcohol,O
65711,intake,O
65712,was,O
65713,0.89,O
65714,.,O
65715,For,O
65716,alcoholic,O
65717,beverages,O
65718,separately,O
65719,",",O
65720,it,O
65721,was,O
65722,0.68,O
65723,for,O
65724,the,O
65725,highest,O
65726,tertile,O
65727,of,O
65728,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
65729,",",O
65730,1.12,O
65731,for,O
65732,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
65733,and,O
65734,0.86,O
65735,for,O
65736,liquor,O
65737,.,O
65738,The,O
65739,decreasing,O
65740,trend,O
65741,was,O
65742,significant,O
65743,for,O
65744,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
65745,intake,O
65746,.,O
65747,The,O
65748,results,O
65749,were,O
65750,only,O
65751,significant,O
65752,for,O
65753,British,O
65754,Columbia,O
65755,out,O
65756,of,O
65757,all,O
65758,the,O
65759,3,O
65760,centers,O
65761,studied,O
65762,.,O
65763,Whereas,O
65764,coffee,B-http://purl.bioontology.org/ontology/SNOMEDCT/29263009
65765,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/29263009
65766,cola,I-http://purl.bioontology.org/ontology/SNOMEDCT/29263009
65767,intake,O
65768,was,O
65769,not,O
65770,associated,O
65771,with,O
65772,prostate,O
65773,cancer,O
65774,",",O
65775,a,O
65776,decrease,O
65777,in,O
65778,risk,O
65779,was,O
65780,observed,O
65781,with,O
65782,tea,B-http://purl.bioontology.org/ontology/SNOMEDCT/16313001
65783,intake,O
65784,of,O
65785,more,O
65786,than,O
65787,500,O
65788,g,O
65789,per,O
65790,day,O
65791,(,O
65792,OR,O
65793,0.70,O
65794,),O
65795,.,O
65796,Our,O
65797,results,O
65798,do,O
65799,not,O
65800,support,O
65801,a,O
65802,positive,O
65803,association,O
65804,between,O
65805,total,O
65806,alcohol,O
65807,",",O
65808,coffee,B-http://purl.bioontology.org/ontology/SNOMEDCT/29263009
65809,and,O
65810,prostate,O
65811,cancer,O
65812,.,O
65813,Soybean,O
65814,oil,O
65815,consumption,O
65816,is,O
65817,increasing,O
65818,worldwide,O
65819,and,O
65820,parallels,O
65821,a,O
65822,rise,O
65823,in,O
65824,obesity,O
65825,.,O
65826,Rich,O
65827,in,O
65828,unsaturated,O
65829,fats,O
65830,",",O
65831,especially,O
65832,linoleic,O
65833,acid,O
65834,",",O
65835,soybean,B-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65836,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65837,is,O
65838,assumed,O
65839,to,O
65840,be,O
65841,healthy,O
65842,",",O
65843,and,O
65844,yet,O
65845,it,O
65846,induces,O
65847,obesity,O
65848,",",O
65849,diabetes,O
65850,",",O
65851,insulin,O
65852,resistance,O
65853,",",O
65854,and,O
65855,fatty,O
65856,liver,O
65857,in,O
65858,mice,O
65859,.,O
65860,Here,O
65861,",",O
65862,we,O
65863,show,O
65864,that,O
65865,the,O
65866,genetically,O
65867,modified,O
65868,soybean,B-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65869,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65870,Plenish,O
65871,",",O
65872,which,O
65873,came,O
65874,on,O
65875,the,O
65876,U.S.,O
65877,market,O
65878,in,O
65879,2014,O
65880,and,O
65881,is,O
65882,low,O
65883,in,O
65884,linoleic,O
65885,acid,O
65886,",",O
65887,induces,O
65888,less,O
65889,obesity,O
65890,than,O
65891,conventional,O
65892,soybean,B-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65893,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65894,in,O
65895,C57BL/6,O
65896,male,O
65897,mice,O
65898,.,O
65899,Proteomic,O
65900,analysis,O
65901,of,O
65902,the,O
65903,liver,O
65904,reveals,O
65905,global,O
65906,differences,O
65907,in,O
65908,hepatic,O
65909,proteins,O
65910,when,O
65911,comparing,O
65912,diets,O
65913,rich,O
65914,in,O
65915,the,O
65916,two,O
65917,soybean,O
65918,oils,O
65919,",",O
65920,coconut,B-http://purl.bioontology.org/ontology/SNOMEDCT/28942008;http://purl.bioontology.org/ontology/SNOMEDCT/735211005
65921,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/28942008;http://purl.bioontology.org/ontology/SNOMEDCT/735211005
65922,",",O
65923,and,O
65924,a,O
65925,low,O
65926,-,O
65927,fat,O
65928,diet,O
65929,.,O
65930,Metabolomic,O
65931,analysis,O
65932,of,O
65933,the,O
65934,liver,O
65935,and,O
65936,plasma,O
65937,shows,O
65938,a,O
65939,positive,O
65940,correlation,O
65941,between,O
65942,obesity,O
65943,and,O
65944,hepatic,O
65945,C18,O
65946,oxylipin,O
65947,metabolites,O
65948,of,O
65949,omega-6,O
65950,(,O
65951,ω6,O
65952,),O
65953,and,O
65954,omega-3,O
65955,(,O
65956,ω3,O
65957,),O
65958,fatty,O
65959,acids,O
65960,(,O
65961,linoleic,O
65962,and,O
65963,α,O
65964,-,O
65965,linolenic,O
65966,acid,O
65967,",",O
65968,respectively,O
65969,),O
65970,in,O
65971,the,O
65972,cytochrome,O
65973,P450,O
65974,/,O
65975,soluble,O
65976,epoxide,O
65977,hydrolase,O
65978,pathway,O
65979,.,O
65980,While,O
65981,Plenish,O
65982,induced,O
65983,less,O
65984,insulin,O
65985,resistance,O
65986,than,O
65987,conventional,O
65988,soybean,B-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65989,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/226911007
65990,",",O
65991,it,O
65992,resulted,O
65993,in,O
65994,hepatomegaly,O
65995,and,O
65996,liver,O
65997,dysfunction,O
65998,as,O
65999,did,O
66000,olive,B-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
66001,oil,I-http://purl.bioontology.org/ontology/SNOMEDCT/41834005
66002,",",O
66003,which,O
66004,has,O
66005,a,O
66006,similar,O
66007,fatty,O
66008,acid,O
66009,composition,O
66010,.,O
66011,These,O
66012,results,O
66013,implicate,O
66014,a,O
66015,new,O
66016,class,O
66017,of,O
66018,compounds,O
66019,in,O
66020,diet,O
66021,-,O
66022,induced,O
66023,obesity,O
66024,-,O
66025,C18,O
66026,epoxide,O
66027,and,O
66028,diol,O
66029,oxylipins,O
66030,.,O
66031,Increasing,O
66032,evidence,O
66033,suggest,O
66034,that,O
66035,low,O
66036,-,O
66037,dose,O
66038,alcohol,O
66039,consumption,O
66040,(,O
66041,LAC,O
66042,),O
66043,reduces,O
66044,the,O
66045,incidence,O
66046,and,O
66047,improves,O
66048,the,O
66049,functional,O
66050,outcome,O
66051,of,O
66052,ischemic,O
66053,stroke,O
66054,.,O
66055,We,O
66056,determined,O
66057,the,O
66058,influence,O
66059,of,O
66060,LAC,O
66061,on,O
66062,post,O
66063,-,O
66064,ischemic,O
66065,inflammation,O
66066,.,O
66067,Male,O
66068,Sprague,O
66069,-,O
66070,Dawley,O
66071,rats,O
66072,were,O
66073,divided,O
66074,into,O
66075,3,O
66076,groups,O
66077,",",O
66078,an,O
66079,ethanol,O
66080,(,O
66081,13.5,O
66082,%,O
66083,alcohol,O
66084,),O
66085,group,O
66086,",",O
66087,a,O
66088,red,O
66089,wine,O
66090,(,O
66091,Castle,O
66092,Rock,O
66093,Pinot,O
66094,Noir,O
66095,",",O
66096,13.5,O
66097,%,O
66098,alcohol,O
66099,),O
66100,group,O
66101,",",O
66102,and,O
66103,a,O
66104,control,O
66105,group,O
66106,.,O
66107,The,O
66108,amount,O
66109,of,O
66110,alcohol,O
66111,given,O
66112,to,O
66113,red,O
66114,wine,O
66115,and,O
66116,ethanol,O
66117,groups,O
66118,was,O
66119,1.4,O
66120, ,O
66121,g,O
66122,/,O
66123,kg,O
66124,/,O
66125,day,O
66126,.,O
66127,After,O
66128,8,O
66129,weeks,O
66130,",",O
66131,the,O
66132,animals,O
66133,were,O
66134,subjected,O
66135,to,O
66136,a,O
66137,2,O
66138,-,O
66139,hour,O
66140,middle,O
66141,cerebral,O
66142,artery,O
66143,occlusion,O
66144,(,O
66145,MCAO,O
66146,),O
66147,and,O
66148,sacrificed,O
66149,at,O
66150,24,O
66151, ,O
66152,hours,O
66153,of,O
66154,reperfusion,O
66155,.,O
66156,Cerebral,O
66157,ischemia,O
66158,/,O
66159,reperfusion,O
66160,(,O
66161,I,O
66162,/,O
66163,R,O
66164,),O
66165,injury,O
66166,",",O
66167,expression,O
66168,of,O
66169,adhesion,O
66170,molecules,O
66171,and,O
66172,pro-,O
66173,and,O
66174,anti,O
66175,-,O
66176,inflammatory,O
66177,cytokines,O
66178,/,O
66179,chemokines,O
66180,",",O
66181,microglial,O
66182,activation,O
66183,and,O
66184,neutrophil,O
66185,infiltration,O
66186,were,O
66187,evaluated,O
66188,.,O
66189,The,O
66190,total,O
66191,infarct,O
66192,volume,O
66193,and,O
66194,neurological,O
66195,deficits,O
66196,were,O
66197,significantly,O
66198,reduced,O
66199,in,O
66200,red,O
66201,wine-,O
66202,and,O
66203,ethanol,O
66204,-,O
66205,fed,O
66206,rats,O
66207,compared,O
66208,to,O
66209,control,O
66210,rats,O
66211,.,O
66212,Both,O
66213,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66214,wine,I-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66215,and,O
66216,ethanol,O
66217,suppressed,O
66218,post,O
66219,-,O
66220,ischemic,O
66221,expression,O
66222,of,O
66223,adhesion,O
66224,molecules,O
66225,and,O
66226,microglial,O
66227,activation,O
66228,.,O
66229,In,O
66230,addition,O
66231,",",O
66232,both,O
66233,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66234,wine,I-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66235,and,O
66236,ethanol,O
66237,upregulated,O
66238,expression,O
66239,of,O
66240,tissue,O
66241,inhibitor,O
66242,of,O
66243,metalloproteinases,O
66244,1,O
66245,(,O
66246,TIMP-1,O
66247,),O
66248,",",O
66249,downregulated,O
66250,expression,O
66251,of,O
66252,proinflammatory,O
66253,cytokines,O
66254,/,O
66255,chemokines,O
66256,",",O
66257,and,O
66258,significantly,O
66259,alleviated,O
66260,post,O
66261,-,O
66262,ischemic,O
66263,expression,O
66264,of,O
66265,inflammatory,O
66266,mediators,O
66267,.,O
66268,Furthermore,O
66269,",",O
66270,red,B-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66271,wine,I-http://purl.bioontology.org/ontology/SNOMEDCT/58732000;http://purl.bioontology.org/ontology/SNOMEDCT/35748005
66272,significantly,O
66273,reduced,O
66274,post,O
66275,-,O
66276,ischemic,O
66277,neutrophil,O
66278,infiltration,O
66279,.,O
66280,Our,O
66281,findings,O
66282,suggest,O
66283,that,O
66284,LAC,O
66285,may,O
66286,protect,O
66287,the,O
66288,brain,O
66289,against,O
66290,its,O
66291,I,O
66292,/,O
66293,R,O
66294,injury,O
66295,by,O
66296,suppressing,O
66297,post,O
66298,-,O
66299,ischemic,O
66300,inflammation,O
66301,.,O
66302,Epidemiological,O
66303,studies,O
66304,have,O
66305,noted,O
66306,a,O
66307,consistent,O
66308,association,O
66309,between,O
66310,the,O
66311,consumption,O
66312,of,O
66313,diets,O
66314,rich,O
66315,in,O
66316,fruits,O
66317,and,O
66318,vegetables,O
66319,and,O
66320,a,O
66321,lower,O
66322,risk,O
66323,for,O
66324,chronic,O
66325,diseases,O
66326,including,O
66327,cancer,O
66328,and,O
66329,cardiovascular,O
66330,disease,O
66331,.,O
66332,There,O
66333,is,O
66334,accumulating,O
66335,evidence,O
66336,that,O
66337,much,O
66338,of,O
66339,the,O
66340,health,O
66341,-,O
66342,promoting,O
66343,potential,O
66344,of,O
66345,these,O
66346,plant,O
66347,foods,O
66348,may,O
66349,come,O
66350,from,O
66351,phytochemicals,O
66352,",",O
66353,bioactive,O
66354,compounds,O
66355,not,O
66356,designated,O
66357,as,O
66358,traditional,O
66359,nutrients,O
66360,.,O
66361,In,O
66362,strawberries,B-http://purl.bioontology.org/ontology/SNOMEDCT/102261002
66363,",",O
66364,the,O
66365,most,O
66366,abundant,O
66367,of,O
66368,these,O
66369,are,O
66370,ellagic,O
66371,acid,O
66372,",",O
66373,and,O
66374,certain,O
66375,flavonoids,O
66376,:,O
66377,anthocyanin,O
66378,",",O
66379,catechin,O
66380,",",O
66381,quercetin,O
66382,and,O
66383,kaempferol,O
66384,.,O
66385,These,O
66386,compounds,O
66387,in,O
66388,strawberries,B-http://purl.bioontology.org/ontology/SNOMEDCT/102261002
66389,have,O
66390,potent,O
66391,antioxidant,O
66392,power,O
66393,.,O
66394,Antioxidants,O
66395,help,O
66396,lower,O
66397,risk,O
66398,of,O
66399,cardiovascular,O
66400,events,O
66401,by,O
66402,inhibition,O
66403,of,O
66404,LDL,O
66405,-,O
66406,cholesterol,O
66407,oxidation,O
66408,",",O
66409,promotion,O
66410,of,O
66411,plaque,O
66412,stability,O
66413,",",O
66414,improved,O
66415,vascular,O
66416,endothelial,O
66417,function,O
66418,",",O
66419,and,O
66420,decreased,O
66421,tendency,O
66422,for,O
66423,thrombosis,O
66424,.,O
66425,Furthermore,O
66426,",",O
66427,strawberry,O
66428,extracts,O
66429,have,O
66430,been,O
66431,shown,O
66432,to,O
66433,inhibit,O
66434,COX,O
66435,enzymes,O
66436,in,O
66437,vitro,O
66438,",",O
66439,which,O
66440,would,O
66441,modulate,O
66442,the,O
66443,inflammatory,O
66444,process,O
66445,.,O
66446,Individual,O
66447,compounds,O
66448,in,O
66449,strawberries,B-http://purl.bioontology.org/ontology/SNOMEDCT/102261002
66450,have,O
66451,demonstrated,O
66452,anticancer,O
66453,activity,O
66454,in,O
66455,several,O
66456,different,O
66457,experimental,O
66458,systems,O
66459,",",O
66460,blocking,O
66461,initiation,O
66462,of,O
66463,carcinogenesis,O
66464,",",O
66465,and,O
66466,suppressing,O
66467,progression,O
66468,and,O
66469,proliferation,O
66470,of,O
66471,tumors,O
66472,.,O
66473,Preliminary,O
66474,animal,O
66475,studies,O
66476,have,O
66477,indicated,O
66478,that,O
66479,diets,O
66480,rich,O
66481,in,O
66482,strawberries,B-http://purl.bioontology.org/ontology/SNOMEDCT/102261002
66483,may,O
66484,also,O
66485,have,O
66486,the,O
66487,potential,O
66488,to,O
66489,provide,O
66490,benefits,O
66491,to,O
66492,the,O
66493,aging,O
66494,brain,O
66495,.,O
66496,Cancer,O
66497,is,O
66498,one,O
66499,of,O
66500,the,O
66501,leading,O
66502,causes,O
66503,of,O
66504,death,O
66505,worldwide,O
66506,.,O
66507,The,O
66508,agents,O
66509,capable,O
66510,of,O
66511,causing,O
66512,damage,O
66513,to,O
66514,genetic,O
66515,material,O
66516,are,O
66517,known,O
66518,as,O
66519,genotoxins,O
66520,and,O
66521,",",O
66522,according,O
66523,to,O
66524,their,O
66525,mode,O
66526,of,O
66527,action,O
66528,",",O
66529,are,O
66530,classified,O
66531,into,O
66532,mutagens,O
66533,",",O
66534,carcinogens,O
66535,",",O
66536,or,O
66537,teratogens,O
66538,.,O
66539,Genotoxins,O
66540,are,O
66541,also,O
66542,involved,O
66543,in,O
66544,the,O
66545,pathogenesis,O
66546,of,O
66547,several,O
66548,chronic,O
66549,degenerative,O
66550,diseases,O
66551,",",O
66552,including,O
66553,hepatic,O
66554,",",O
66555,neurodegenerative,O
66556,",",O
66557,and,O
66558,cardiovascular,O
66559,disorders,O
66560,;,O
66561,diabetes,O
66562,;,O
66563,arthritis,O
66564,;,O
66565,cancer,O
66566,;,O
66567,chronic,O
66568,inflammation,O
66569,;,O
66570,and,O
66571,ageing,O
66572,.,O
66573,In,O
66574,recent,O
66575,decades,O
66576,",",O
66577,researchers,O
66578,have,O
66579,found,O
66580,novel,O
66581,bioactive,O
66582,phytocompounds,O
66583,able,O
66584,to,O
66585,counteract,O
66586,the,O
66587,effects,O
66588,of,O
66589,physical,O
66590,and,O
66591,chemical,O
66592,mutagens,O
66593,.,O
66594,Several,O
66595,studies,O
66596,have,O
66597,shown,O
66598,the,O
66599,antigenotoxic,O
66600,potential,O
66601,of,O
66602,different,O
66603,fruits,O
66604,and,O
66605,plants,O
66606,(,O
66607,Part,O
66608,1,O
66609,),O
66610,.,O
66611,In,O
66612,this,O
66613,review,O
66614,(,O
66615,Part,O
66616,2,O
66617,),O
66618,",",O
66619,we,O
66620,present,O
66621,a,O
66622,research,O
66623,overview,O
66624,conducted,O
66625,on,O
66626,some,O
66627,plants,O
66628,and,O
66629,vegetables,O
66630,(,O
66631,spirulina,O
66632,",",O
66633,broccoli,B-http://purl.bioontology.org/ontology/SNOMEDCT/735123009
66634,",",O
66635,chamomile,O
66636,",",O
66637,cocoa,B-http://purl.bioontology.org/ontology/SNOMEDCT/901000161107
66638,",",O
66639,ginger,B-http://purl.bioontology.org/ontology/SNOMEDCT/227400003
66640,",",O
66641,laurel,O
66642,",",O
66643,marigold,O
66644,",",O
66645,roselle,O
66646,",",O
66647,and,O
66648,rosemary,B-http://purl.bioontology.org/ontology/SNOMEDCT/227410007
66649,),O
66650,",",O
66651,which,O
66652,are,O
66653,frequently,O
66654,consumed,O
66655,by,O
66656,humans,O
66657,.,O
66658,In,O
