ID|Food Concept|Semantic Tags
A006565|FIG ICE CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.h.01 [Fruit/a fruit];AG.01 [Food]
A006566|BANANA HALVES|AG.01.h.01 [Fruit/a fruit]
A006567|COLOURED SUGARS|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006568|COATED SANDWICHES|AG.01.n.11 [Bread]
A006569|TART SHELLS 0.5-FULL|AG.01.o [Animal food]
A006570|BLOOD ORANGE ZEST|AG.01.l [Additive];AG.01.h.01.a [Citrus fruit]
A006571|BLOOD ORANGE JUICE|AG.01.y.01.a [Wine];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A006572|CHOCOLATE CURLS|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01 [Food]
A006573|SNACK CAKES|AG.01.r [Meal];AG.01.n.13 [Cake];AG.01.o [Animal food]
A006574|SALT SOLUTION|AG.01.l.01 [Salt];AG.01.w [Setting table]
A006575|COOLED SNACK CAKES|AG.01.r [Meal];AG.01.n.13 [Cake];AG.01.o [Animal food]
A006576|CHOCOLATE-PEANUT BUTTER MIXTURE|AG.01.af [Tea manufacture];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A006577|FOLD ALMONDS|AG.01.h.01.f [Nut]
A006578|STRAWBERRY SYRUP|AG.01.h.01.b [Berry];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006579|CHOCOLATE SANDWICH COOKIES|AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets]
A006580|WELL-BLENDED BATTER FORMS|AG.01.m [Substances for food preparation]
A006581|STRAWBERRY PUREE|AG.01.h.01.b [Berry]
A006582|THIN RUNNY GLAZE|AG.01 [Food]
A006583|MILK SOLIDS|AG.01.e [Dairy produce]
A006584|CUT DOUGH|AG.01.n.11 [Bread]
A006585|SWEDISH ARRACK PUNSCH|AG.01 [Food]
A006586|RESERVED CREAM CHEESE BATTER|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.n.18 [Preserve];AG.01.m [Substances for food preparation];AG.01.e.02 [Cheese]
A006587|WHITE FILLING|AG.01 [Food]
A006588|RESERVED MARASCHINO CHERRY JUICE|AG.01.h.01.e [Fruit containing stone];AG.01.y.01 [Intoxicating liquor];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006589|HALVED CHERRIES|AG.01.h.01.e [Fruit containing stone]
A006590|CHERRY GELATIN POWDER|AG.01.h.01.e [Fruit containing stone]
A006591|OUNCES CREAM CHEESE|AG.01.n.18 [Preserve];AG.01.e.02 [Cheese];AG.01.n [Dishes and prepared food]
A006592|FRENCH VANILLA PUDDING MIX|AG.01.m [Substances for food preparation];AG.01.n.03 [Puddings]
A006593|COOKED STRAWBERRY MIXTURE|AG.01.h.01.b [Berry];AG.01.af [Tea manufacture];AG.01.t.07 [Cooking]
A006594|STRAWBERRY MILK POWDER|AG.01.n.18 [Preserve];AG.01.e [Dairy produce];AG.01.h.01.b [Berry]
A006595|CRANBERRY GELATIN MIX|AG.01.h.01.b [Berry];AG.01.m [Substances for food preparation]
A006596|RICE SQUARES|AG.01.i [Corn/cereals/grain]
A006597|MINI CANDY-COATED CHOCOLATE PIECES|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.n.11 [Bread]
A006598|CHERRY HALF|AG.01.h.01.e [Fruit containing stone]
A006599|FROSTING MIXTURE|AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006600|SEPARATED EGG|AG.01.g [Eggs]
A006601|WALNUT HALF|AG.01.h.01.f [Nut]
A006602|LEMON GELATIN MIXTURE|AG.01.af [Tea manufacture];AG.01.h.01.a [Citrus fruit]
A006603|FOLD CABBAGE|AG.01.h.02.d [Cabbage/kale]
A006604|RESERVED PINEAPPLE|AG.01 [Food]
A006605|RING-SHAPED GELATIN MOLD|AG.01 [Food]
A006606|GELATIN MOLD|AG.01 [Food]
A006607|PUDDING CAKE|AG.01.n.13 [Cake];AG.01.n.03 [Puddings]
A006608|OAT CEREAL|AG.01.i [Corn/cereals/grain]
A006609|RUM BALLS|AG.01.y.01 [Intoxicating liquor]
A006610|STRAWBERRY FROSTING|AG.01.h.01.b [Berry];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006611|WARM PUDDING|AG.01.n.03 [Puddings]
A006612|MALTED MILK BALLS|AG.01.e [Dairy produce];AG.01.m [Substances for food preparation];AG.01.ae.02 [Malting]
A006613|LIKE COOKIE DOUGH|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A006614|POTATO CANDY|AG.01.n.17.a [Sweets];AG.01.h.02.a [Root vegetable];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006616|SCRAPED VANILLA SEEDS|AF.10.i [Seed];AF.12 [Particular plants/herbs/shrubs]
A006617|VANILLA POD|AF.12 [Particular plants/herbs/shrubs];AF.10 [Part of plant]
A006618|SPENT VANILLA BEAN POD|AF.20.f [Pulses/plants producing pulses];AF.12 [Particular plants/herbs/shrubs];AE.10 [Fish];AF.10 [Part of plant]
A006619|VANILLA WAFERS|AG.01.n.13 [Cake]
A006620|GRANULES|AG.01 [Food]
A006621|DISSOLVED GELATIN MIXTURE|AG.01.af [Tea manufacture]
A006622|CHILLED MILK MIXTURE|AG.01.t.06 [Preserving/pickling];AG.01.e [Dairy produce];AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture]
A006623|CHERRY SYRUP|AG.01.h.01.e [Fruit containing stone];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006624|PLAIN GREEK YOGURT|AG.01.a [Qualities of food]
A006625|CHOCOLATE GREEK YOGURT MIXTURE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.af [Tea manufacture]
A006626|RASPBERRY YOGURT|AG.01.h.01.b [Berry]
A006627|AGAVE|AG.01 [Food]
A006628|UNCOOKED CAKE|AG.01.n.13 [Cake];AG.01.t.07 [Cooking]
A006629|HOT SOAPY WATER|AG.01.z [Water];AG.01 [Food]
A006630|BITTERSWEET CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006631|BEAT COCOA|AG.01.m [Substances for food preparation];AG.01 [Food]
A006632|WHIPPED CREAM FROSTING|AG.01.e [Dairy produce];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.n [Dishes and prepared food]
A006633|WHIPPED CREAM MIXTURE|AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food]
A006634|GOOEY BUTTER TOPPING|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A006635|FOLD YOLK MIXTURE|AG.01.af [Tea manufacture];AG.01.g [Eggs]
A006636|GROUND NUTS|AG.01.h.01.f [Nut]
A006637|CHOCOLATE GANACHE FROSTING|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006638|LIGHT BUTTER|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A006639|CANDIED CHERRIES|AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling]
A006640|WHITE RAISINS|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006641|PUT CAKE|AG.01.n.13 [Cake]
A006642|APPLE SLICE|AG.01.t.08 [Equipment for food preparation];AG.01.h.01.c [Apple]
A006643|FLUFFY CREAMY FROSTING|AG.01.e [Dairy produce];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006644|LEMON SAUCE|AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01.a [Citrus fruit]
A006645|CLEAN VANILLA BEAN|AF.20.f [Pulses/plants producing pulses];AF.12 [Particular plants/herbs/shrubs]
A006646|NESCAFE POWDER|AG.01 [Food]
A006647|CHERRY MIXTURE|AG.01.h.01.e [Fruit containing stone];AG.01.af [Tea manufacture]
A006648|MARSHMALLOW CONCOCTION|AG.01.t.07 [Cooking]
A006649|FROZEN SANDWICHES|AG.01.n.11 [Bread];AG.01.t.06 [Preserving/pickling]
A006650|TEMPURA BATTER|AG.01.m [Substances for food preparation];AG.01.n.07 [Fish dishes]
A006651|VANILLA FLAVORING|AF.12 [Particular plants/herbs/shrubs]
A006652|MATZO CAKE MEAL|AG.01.j [Meal];AG.01.n.13 [Cake];AG.01.r [Meal]
A006653|VANILLA PUDDING POWDER|AG.01.n.03 [Puddings]
A006654|SEMISWEET CHOCOLATE CHIPS|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006655|CRANBERRY JUICE MIXTURE|AG.01.h.01.b [Berry];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006656|COARSELY-CHOPPED RHUBARB|AG.01.h.02.b [Stalk vegetables]
A006657|CHOPPED RHUBARB|AG.01.h.02.b [Stalk vegetables]
A006658|RESERVED CRANBERRY SYRUP|AG.01.h.01.b [Berry];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006659|BISCUIT TOPPING|AG.01.n.11 [Bread];AG.01.n.14 [Biscuit]
A006660|CHOCOLATE CRUST|AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.n.15 [Pastry];AG.01.n.17.a [Sweets]
A006661|REHYDRATED GELATIN MIXTURE|AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture]
A006662|PUMPKIN MEAT|AG.01.h.02.f [Fruits as vegetables];AG.01.d [Animals for food];AG.01 [Food]
A006663|MASHED PUMPKIN|AG.01.h.02.f [Fruits as vegetables];AG.01.t.05 [Preparation for table/cooking];AG.01.ae.03 [Brewing]
A006664|QUINCE HALF|AG.01.h.01.d [Pear]
A006665|QUINCE|AG.01.h.01.d [Pear]
A006666|QUINCE RIGHT-SIDE|AG.01.h.01.d [Pear]
A006667|MOISTENED PASTRY MIXTURE|AG.01.af [Tea manufacture];AG.01.n.15 [Pastry]
A006668|GREAT NORTHERN BEANS|AF.20.f [Pulses/plants producing pulses]
A006669|WHITE CHOCOLATE PIECES|AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets]
A006670|CHOCOLATE DIPPED APPLE SLICES|AG.01.n.17.a [Sweets];AG.01.t.08 [Equipment for food preparation];AG.01.h.01.c [Apple];AG.01.m [Substances for food preparation]
A006671|CHILL JUICE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006672|MERINGUE COOKIE CHUNKS|AG.01.n.13 [Cake];AG.01.n.17 [Confections/sweetmeats]
A006673|COCOA BATTER|AG.01.m [Substances for food preparation];AG.01 [Food]
A006674|CRISP RICE MIXTURE|AG.01.af [Tea manufacture];AG.01.i [Corn/cereals/grain]
A006675|WARM BANANAS|AG.01.h.01 [Fruit/a fruit]
A006676|RUM SAUCE MIXTURE|AG.01.y.01 [Intoxicating liquor];AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A006677|INCH ROLL|AG.01.n.11 [Bread]
A006678|CANDIED CHERRIES SIDE|AG.01.h.01.e [Fruit containing stone];AG.01.t.06 [Preserving/pickling]
A006679|MOLD DOUGH|AG.01.n.11 [Bread]
A006680|SEMOLINA|AG.01 [Food]
A006681|HEAT GHEE|AG.01 [Food]
A006682|PINEAPPLE FILLING|AG.01 [Food]
A006683|UNBEATEN EGG YOLKS|AG.01.g [Eggs]
A006684|9-INCH PIE SHELL|AG.01.n.15 [Pastry];AG.01.o [Animal food]
A006685|BAKED PIE SHELLS|AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food]
A006686|BROKEN WALNUTS|AG.01.h.01.f [Nut]
A006687|PEANUT BUTTER CRUMBS|AG.01.n.11 [Bread];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h.01.f [Nut]
A006688|LIME RIND|AG.01.d.05 [Pork];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A006689|ORANGE SECTIONS|AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A006690|CRUSHED BUTTER CRACKERS|AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food]
A006691|WHITE CHOCOLATE PASTRY CREAM|AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.m [Substances for food preparation];AG.01.n.15 [Pastry]
A006692|LIQUEURS|AG.01.n.17.a [Sweets];AG.01.ae.01 [Wine-making];AG.01.y.01 [Intoxicating liquor]
A006693|BANANA CREAM FILLING|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.h.01 [Fruit/a fruit]
A006694|WHITE CHOCOLATE CURLS|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006695|PRE-BAKED PIE SHELL|AG.01.n.15 [Pastry];AG.01.o [Animal food]
A006696|PRETZEL SHAPE|AG.01.n.14 [Biscuit]
A006697|COOKIE SHEETS TOP|AG.01.n.13 [Cake]
A006698|DRIZZLED WHITE FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006699|WHOLE CHERRIES|AG.01.h.01.e [Fruit containing stone];AG.01.e [Dairy produce]
A006700|ICE CAKE|AG.01.n.13 [Cake];AG.01 [Food]
A006701|ARROWROOT FLOUR|AG.01.j [Meal];AG.01.k [Flour]
A006702|SPREAD COOKIE|AG.01.n.13 [Cake]
A006703|PIZZA COOKIE|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A006704|FILBERT NUT|AG.01.d [Animals for food];AG.01.h.01.f [Nut]
A006705|FRIED DOUGH BALLS|AG.01.n.11 [Bread];AG.01.t.07 [Cooking]
A006706|ORANGE CANDIES LAST|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006707|DIET MARGARINE|AG.01.c [Diet];AG.01.q [Supply of food/provisions];AG.01.f [Fat/oil]
A006708|LARGE SIZED BALLS|AG.01 [Food]
A006709|DOZEN COOKIES|AG.01 [Food]
A006710|WARM ROLL|AG.01.n.11 [Bread]
A006711|DESIRED ROLL|AG.01.n.11 [Bread]
A006712|COLOURED SUGAR|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006713|CUTOUT COOKIES|AG.01 [Food]
A006714|RICOTTA CHEESE MIXTURE|AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese]
A006715|RAVIOLI|AG.01 [Food]
A006716|CRUMBLED COOKIES|AG.01 [Food]
A006717|SUGAR VANILLA|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006718|NOUGAT BARS|AG.01.n.17 [Confections/sweetmeats];AG.01.ak.01 [Drinking place]
A006719|CRUSHED BISCUITS|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A006720|CHOPPED COOKIE BARS|AG.01.n.13 [Cake];AG.01.ak.01 [Drinking place]
A006721|MELTED NOUGAT BAR MIXTURE|AG.01.t.07 [Cooking];AG.01.af [Tea manufacture];AG.01.n.17 [Confections/sweetmeats];AG.01.ak.01 [Drinking place]
A006722|ORANGE-FLAVORED GELATIN|AG.01 [Food]
A006723|BABY FOOD|AG.01 [Food]
A006724|DISH PART WAY|AG.01.w [Setting table];AG.01.n [Dishes and prepared food]
A006725|DOUGHNUT|AG.01.n.13 [Cake]
A006726|LONG SAUSAGE SHAPE|AG.01.n.05 [Sausage]
A006727|COOKIE DOUGH ROLLS|AG.01.n.11 [Bread];AG.01.n.13 [Cake]
A006728|BAKED PASTRY SHELLS|AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food]
A006729|DRAINED PINEAPPLE|AG.01 [Food]
A006730|BEAT MILK|AG.01.e [Dairy produce]
A006731|ROLLED DOUGH|AG.01.n.11 [Bread]
A006732|CONFECTIONERS ' ICING|AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.t.07 [Cooking]
A006733|COFFEE FLAVORED LIQUEUR|AG.01.n.17.a [Sweets];AG.01.y.01 [Intoxicating liquor];AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.aj.01 [Drinking vessel];AG.01.ae.01 [Wine-making]
A006735|PEPPERMINT EXTRACTS|AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil];AF.13.c [Non-British trees/shrubs]
A006736|SEPARATED CUSTARD|AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry]
A006737|CHILLED GELATIN MIXTURE|AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture]
A006738|BAKED PASTRY SHELL|AG.01.t.08 [Equipment for food preparation];AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food]
A006739|BAKED COOKIE BASE|AG.01.n.13 [Cake];AG.01.t.07 [Cooking]
A006740|SOFTENED CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006741|HOT ROLL MIX|AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01 [Food]
A006742|CANE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006743|EASY CHOCOLATE FROSTING|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006744|ANISE EXTRACT|AF.21 [Particular medicinal/food plants/parts]
A006745|PREPARED FROSTING|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006746|VANILLA CHIPS|AF.12 [Particular plants/herbs/shrubs];AE.14.m.03 [Subfamily Bovinae (bovines)]
A006747|LARGE COOKIE|AG.01.n.13 [Cake]
A006748|EXTRA OATMEAL|AG.01.j [Meal];AG.01.n.02 [Soup/pottage]
A006749|THAWED POUND CAKE|AG.01.n.13 [Cake]
A006750|ARROWROOT|AG.01 [Food]
A006751|ARROWROOT MIXTURE|AG.01.af [Tea manufacture]
A006752|PUREED APRICOTS|AG.01.h.01.e [Fruit containing stone]
A006753|SLICED APRICOTS|AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking]
A006754|RAISIN LIQUID|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006755|RAISINS LAST|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006756|RESERVED RAISIN WATER|AG.01.z [Water];AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006757|COOLED ROLLS|AG.01.n.11 [Bread]
A006758|LEMON CURD|AG.01.h.02.d [Cabbage/kale];AG.01.ab [Fruit juice/squash];AG.01.m [Substances for food preparation];AG.01.h.01.a [Citrus fruit];AG.01.f [Fat/oil]
A006759|DRIZZLE CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006760|ONE-CRUST BAKED SHELL|AG.01.t.07 [Cooking];AG.01.o [Animal food]
A006761|COOLED CHOCOLATE|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation]
A006762|BLUEBERRY PIE FILLING|AG.01.n.15 [Pastry]
A006763|COOLED MERINGUE|AG.01 [Food]
A006764|HOMEMADE DULCE DE LEECH|AG.01.n.17.a [Sweets];AG.01.y.01.a [Wine]
A006765|DULCE DE LEECH|AG.01.n.17.a [Sweets];AG.01.y.01.a [Wine]
A006766|GRILLED PINEAPPLE SLICE|AG.01.t.08 [Equipment for food preparation];AG.01.t.07 [Cooking]
A006767|CITRUS SORBET|AG.01.aa [Aerated/carbonated drink];AG.01.n.17.b [Ices]
A006768|SAFFRON MIXTURE|AG.01.af [Tea manufacture]
A006769|NICE-LOOKING WHOLE STRAWBERRIES|AG.01.e [Dairy produce];AG.01.h.01.b [Berry]
A006770|WHOLE STRAWBERRIES|AG.01.e [Dairy produce];AG.01.h.01.b [Berry]
A006771|CINNAMON GRAHAM CRACKERS|AG.01.l.03 [Spice];AG.01.k [Flour]
A006772|MOIST SOFT DOUGH|AG.01.n.11 [Bread]
A006773|COOLED PIE SHELLS|AG.01.n.15 [Pastry];AG.01.o [Animal food]
A006774|TABLESPOON-SIZE DOLLOPS|AF.01 [Plants collectively]
A006775|DURIAN PUREE|AG.01 [Food]
A006776|HUSK|AG.01 [Food]
A006777|DURIAN FRUIT|AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit]
A006778|PULPY INNER FLESH|AE.07 [Animal body]
A006779|PUREED DURIAN|AG.01.h.01 [Fruit/a fruit]
A006780|BANANA EXTRACT|AG.01.h.01 [Fruit/a fruit]
A006781|FAVOURITE POWDERED SUGAR GLAZE|AG.01.t.06 [Preserving/pickling];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006782|THROUGH|AG.01 [Food]
A006783|MAPLE PECAN SAUCE|AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01.f [Nut]
A006784|PECAN GLAZE|AG.01.h.01.f [Nut]
A006785|PURE MAPLE SYRUP|AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006786|CHILLED CRUST|AG.01.n.11 [Bread];AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry]
A006787|LEFTOVER CHEESECAKE|AG.01 [Food]
A006788|STRAWBERRY FLAVORED GELATIN|AG.01.n.18 [Preserve];AG.01.h.01.b [Berry]
A006789|WHOLE CRANBERRY SAUCE|AG.01.e [Dairy produce];AG.01.h.01.b [Berry];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing]
A006790|PINEAPPLE BATTER|AG.01.m [Substances for food preparation]
A006791|COFFEE FROSTING|AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006792|EXCESS PIE CRUST|AG.01.n.15 [Pastry]
A006793|STACKED PIE|AG.01.n.15 [Pastry]
A006794|WHOLE CHERRY|AG.01.h.01.e [Fruit containing stone];AG.01.e [Dairy produce]
A006795|MIXED SPICE|AG.01.l.03 [Spice];AG.01.h.01 [Fruit/a fruit]
A006796|HALF PIPE|AG.01 [Food]
A006797|GRATED APPLES|AG.01.h.01.c [Apple]
A006798|COOLED CANDY|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006799|CANDY PIECES|AG.01.n.11 [Bread];AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006800|STORE CANDY|AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006801|CINNAMON CANDIES|AG.01.n.17.a [Sweets];AG.01.l.03 [Spice];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006802|CRUSHED MINTS|AG.01.h.02.i [Herb]
A006803|ORANGE OIL|AG.01.f [Fat/oil]
A006804|COOKIE BALL|AG.01.n.13 [Cake]
A006805|BROWN SUGAR SUBSTITUTE|AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food]
A006806|RED CONFECTIONER 'S COATING|AG.01.t.05 [Preparation for table/cooking];AG.01.t.07 [Cooking]
A006807|MELTED COATING|AG.01.t.07 [Cooking]
A006808|SUET|AG.01.f [Fat/oil]
A006809|KATAYEF SHELL|AG.01.o [Animal food]
A006810|CHOCOLATE ICING|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006811|PLAIN ICING|AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)]
A006812|RAISINS PLUMP|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006813|ROASTED FLOUR|AG.01.j [Meal];AG.01.k [Flour];AG.01.t.07 [Cooking]
A006814|LIME-SIZED BALLS|AG.01 [Food]
A006815|RUM-SOAKED RAISINS|AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit]
A006816|EXTRA RUM|AG.01.y.01 [Intoxicating liquor]
A006817|FLAVORED ICE CREAM|AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food]
A006818|ADDITIONAL FOOD COLOURING|AG.01 [Food]
A006819|EGG REPLACER|AG.01.g [Eggs]
A006820|SHREDDED YAM|AG.01.h.02.a [Root vegetable]
A006821|MINT CHOCOLATE CHIPS|AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.h.02.i [Herb]
A006822|MUNG BEANS|AF.20.f [Pulses/plants producing pulses]
A006823|QUART WATER|AG.01.z [Water]
A006824|GRATED CASSAVA|AG.01.n.11 [Bread];AG.01.h.02.a [Root vegetable]
A006825|GRATED COCONUT|AG.01.h.01.f [Nut]
A006826|CASSAVA MIXTURE|AG.01.n.11 [Bread];AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable]
A006827|PRETTIER CRUST|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A006828|FILLED BOTTOM CRUST|AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry];AG.01.x.02 [Appetite]
A006829|TOP CRUST STRIPS|AG.01.n.11 [Bread];AG.01.n.15 [Pastry]
A006830|COLD JUICE MIXTURE|AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006831|COLD STRAWBERRY YOGURT|AG.01.h.01.b [Berry]
A006832|POP|AG.01 [Food]
A006833|CITRUS JUICE MIXTURE|AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006834|MINCEMEAT PIE FILLING|AG.01.n.15 [Pastry];AG.01.d [Animals for food];AG.01.n.08 [Prepared fruit and dishes]
A006835|MINCEMEAT MIXTURE|AG.01.d [Animals for food];AG.01.af [Tea manufacture];AG.01.n.08 [Prepared fruit and dishes]
A006836|RESERVED MARASCHINO JUICE|AG.01.y.01 [Intoxicating liquor];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash]
A006837|3-INCH ROUND COOKIE|AG.01.n.13 [Cake]
A006838|FRIED QUINCES|AG.01.h.01.d [Pear];AG.01.t.07 [Cooking]
A006839|CURRANT JELLY|AG.01.n.04 [Jelly];AG.01.h.01.b [Berry]
A006840|GINGER BISCUITS|AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit]
A006841|LIGHT DOUGH|AG.01.n.11 [Bread]
A006842|SMOOTH DOUGH FORMS|AG.01.n.11 [Bread];AG.01.y.01 [Intoxicating liquor]
A006843|CHOPPED PISTACHIOS|AF.20.c [Edible nuts/nut-trees]
A006844|SURE CAKE|AG.01.n.13 [Cake]
A006845|ORANGE BLOSSOM WATER|AG.01.z [Water];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit]
A006846|ORANGE FLOWER WATER|AG.01.z [Water]
A006847|TRIM EXTRA DOUGH|AG.01.n.11 [Bread]
A006848|PINE NUT|AG.01.h.01.f [Nut]
A006849|RASPBERRY SPREADABLE FRUIT|AG.01.h [Fruit and vegetables];AG.01.h.01.b [Berry];AG.01.b [Consistency of food];AG.01.h.01 [Fruit/a fruit]
A006850|COOKIE POINT-SIDE|AG.01.n.13 [Cake]
A006851|CAKE HALF|AG.01.n.13 [Cake]
