,ID,Food Concept,Semantic Tags,pure tag
6854,A006892,SOAKED SAGO,AG.01.ak.02.a [Excess in drinking];AG.01.n.03 [Puddings],AG.01.ak.02.a;AG.01.n.03
6855,A006895,DISSOLVED GELATIN,AG.01 [Food],AG.01
6856,A006896,LARGE TRIFLE,AG.01 [Food];AG.01.n.17 [Confections/sweetmeats];AG.01.n [Dishes and prepared food],AG.01;AG.01.n.17;AG.01.n
6857,A006897,CRUMBLED CAKE,AG.01.n.13 [Cake],AG.01.n.13
6858,A006898,CRUMBLED CANDY BARS,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.l.02;AG.01.ak.01
6859,A006899,BATTER PINK,AG.01.y.01.g [Cocktail];AG.01.m [Substances for food preparation];AG.01 [Food],AG.01.y.01.g;AG.01.m;AG.01
6860,A006900,FROSTING PINK,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food],AG.01.l.02;AG.01
6861,A006901,PINK FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6862,A006902,RASPBERRY SAUCE,AG.01.h.01.b [Berry];AG.01.y.01.a [Wine];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h.01.b;AG.01.y.01.a;AG.01.h;AG.01.l.04
6863,A006903,BIG DOLLOP,AF.01 [Plants collectively],AF.01
6864,A006904,FRUIT PRESERVER,AG.01.r.02 [Course];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.r.02;AG.01.h;AG.01.h.01
6865,A006905,MIX APPLESAUCE,AG.01.m [Substances for food preparation],AG.01.m
6866,A006906,FLAVORED GELATIN,AG.01 [Food],AG.01
6867,A006907,RESERVED SOUR CREAM MIXTURE,AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.af;AG.01.n
6868,A006908,SIFTED COCOA,AG.01.m [Substances for food preparation];AG.01 [Food],AG.01.m;AG.01
6869,A006909,LEMON EXTRACTS,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
6870,A006910,FLUFFY WHITE FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6871,A006911,SNOWBALLS,AG.01.y.01.g [Cocktail];AG.01 [Food],AG.01.y.01.g;AG.01
6872,A006912,CREAM COTTAGE CHEESE,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n
6873,A006913,PIPE PASTRY,AG.01.n.15 [Pastry],AG.01.n.15
6874,A006914,WHOLE ALMONDS,AG.01.e [Dairy produce];AG.01.h.01.f [Nut],AG.01.e;AG.01.h.01.f
6875,A006915,REFRIGERATED ROLLS,AG.01.n.11 [Bread];AG.01.t.06 [Preserving/pickling],AG.01.n.11;AG.01.t.06
6876,A006916,COOLED PECANS,AG.01.h.01.f [Nut],AG.01.h.01.f
6877,A006917,CREAM VEGETABLE,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n
6878,A006918,SMALL BARS,AG.01.ak.01 [Drinking place],AG.01.ak.01
6879,A006920,OUNCES MELTED CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.t.07 [Cooking],AG.01.n.17.a;AG.01.m;AG.01.t.07
6880,A006921,CARAMEL HALF,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6881,A006922,OUNCE CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6882,A006923,INCH COOKIES,AG.01 [Food],AG.01
6883,A006924,PEELED POTATOES,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
6884,A006925,FROSTING MIX,AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.m;AG.01.l.02
6885,A006926,PINEAPPLE CAKE MIX,AG.01.n.13 [Cake];AG.01.m [Substances for food preparation],AG.01.n.13;AG.01.m
6886,A006927,PINEAPPLE CAKE BATTER,AG.01.n.13 [Cake];AG.01.m [Substances for food preparation],AG.01.n.13;AG.01.m
6887,A006928,CHERRY SIDES,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
6888,A006929,CHOCOLATE FROSTING,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.m;AG.01.l.02
6889,A006930,CHOPPED MACADAMIA NUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
6890,A006931,COOKIE MOLDS,AG.01.n.13 [Cake],AG.01.n.13
6891,A006932,CHILLED GELATIN,AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling],AG.01.t.05;AG.01.t.06
6892,A006933,ROOM TEMPERATURE GELATIN,AG.01 [Food],AG.01
6893,A006934,COOKIES DRY,AG.01.t.07 [Cooking],AG.01.t.07
6894,A006935,TOFFEE FILLING,AG.01 [Food],AG.01
6895,A006936,COOLED TOFFEE,AG.01 [Food],AG.01
6896,A006937,TOFFEE PIECES,AG.01.n.11 [Bread];AG.01.ae.02 [Malting],AG.01.n.11;AG.01.ae.02
6897,A006938,SMALL LIMA BEANS,AF.20.f [Pulses/plants producing pulses],AF.20.f
6898,A006939,CHOPPED BARS,AG.01.n.17.a [Sweets];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.ak.01
6899,A006940,ADDITIONAL WHIPPED CREAM,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n
6900,A006941,CHOPPED CHOCOLATE BARS,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.m;AG.01.ak.01
6901,A006942,INCH PIE SHELL,AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n.15;AG.01.o
6902,A006943,HARD BALL STAGE,AG.01 [Food],AG.01
6903,A006944,OPTIONAL CHOPPED NUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
6904,A006945,CANDY FOILS,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6905,A006946,PECAN STREUSEL,AG.01.h.01.f [Nut],AG.01.h.01.f
6906,A006947,LEMON FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.l.02;AG.01.ab;AG.01.h.01.a
6907,A006948,GROUND CHERRIES,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
6908,A006949,PUMPKIN CUSTARD,AG.01.h.02.f [Fruits as vegetables];AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry],AG.01.h.02.f;AG.01.n.16;AG.01.n.15
6909,A006950,HOT SOUP,AG.01.n.02 [Soup/pottage];AG.01 [Food],AG.01.n.02;AG.01
6910,A006951,ELEGANT WHITE CHOCOLATE BANANA CREAM PIE,AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.h.01 [Fruit/a fruit];AG.01.m [Substances for food preparation];AG.01.n.15 [Pastry],AG.01.n.17.a;AG.01.e;AG.01.n;AG.01.h.01;AG.01.m;AG.01.n.15
6911,A006952,CREAM DE MENTHE,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.n
6912,A006953,CREAM DE CACAO,AG.01.e [Dairy produce];AG.01.h [Fruit and vegetables];AG.01 [Food];AG.01.n [Dishes and prepared food];AG.01.m [Substances for food preparation],AG.01.e;AG.01.h;AG.01;AG.01.n;AG.01.m
6913,A006954,MOLTEN CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6914,A006955,PIE CRUST MIX,AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.m;AG.01.n.15
6915,A006956,CHEESE SLICER,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
6916,A006957,PEELED MELON,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6917,A006958,FRUIT SLICES,AG.01.t.08 [Equipment for food preparation];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.t.08;AG.01.h;AG.01.h.01
6918,A006959,9-INCH PIE SHELLS,AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n.15;AG.01.o
6919,A006960,INCH BAKED PIE SHELL,AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.n.15;AG.01.t.07;AG.01.o
6920,A006961,COOKED RAISINS,AG.01.h.01.b [Berry];AG.01.t.07 [Cooking];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.t.07;AG.01.h.01
6921,A006962,ORANGE GELATIN,AG.01 [Food],AG.01
6922,A006963,QUARTERED FIGS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6923,A006964,HOT FIG MIXTURE,AG.01.af [Tea manufacture];AG.01.h.01 [Fruit/a fruit];AG.01 [Food],AG.01.af;AG.01.h.01;AG.01
6924,A006965,FIG FILLING,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6925,A006966,PINK DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6926,A006967,SANDWICH STYLE,AG.01.n.11 [Bread],AG.01.n.11
6927,A006968,SHREDDED COCONUT MEAT,AG.01.h.01.f [Nut];AG.01.d [Animals for food];AG.01 [Food],AG.01.h.01.f;AG.01.d;AG.01
6928,A006969,COCONUT JUICE,AG.01.y.01.a [Wine];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01.h.01.f [Nut],AG.01.y.01.a;AG.01.l.02;AG.01.ab;AG.01.h.01.f
6929,A006970,HOT CUSTARD MIXTURE,AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry];AG.01.af [Tea manufacture];AG.01 [Food],AG.01.n.16;AG.01.n.15;AG.01.af;AG.01
6930,A006971,SEPARATE EGGS,AG.01.g [Eggs],AG.01.g
6931,A006972,PUMPKIN FILLING,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
6932,A006973,RASPBERRY SYRUP,AG.01.h.01.b [Berry];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.h.01.b;AG.01.l.02
6933,A006974,HEAT SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6934,A006975,AMBER COLOURED SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6935,A006976,SEMI-SWEET CHOCOLATE PIECES,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.n.11 [Bread],AG.01.n.17.a;AG.01.m;AG.01.n.11
6936,A006977,GRAHAM WAFERS,AG.01.n.13 [Cake];AG.01.k [Flour],AG.01.n.13;AG.01.k
6937,A006978,MARASCHINO CHERRY JUICE,AG.01.y.01.a [Wine];AG.01.y.01 [Intoxicating liquor];AG.01.ab [Fruit juice/squash];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.h.01.e [Fruit containing stone],AG.01.y.01.a;AG.01.y.01;AG.01.ab;AG.01.l.02;AG.01.h.01.e
6938,A006979,CREAMY CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.e;AG.01.m
6939,A006980,FROTH,AG.01 [Food],AG.01
6940,A006981,BASIC COOKIE MIX,AG.01.n.13 [Cake];AG.01.m [Substances for food preparation],AG.01.n.13;AG.01.m
6941,A006982,POWDERED SUGAR ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.t.06;AG.01.l.02
6942,A006983,BAR,AG.01.n.17.a [Sweets];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.ak.01
6943,A006984,COCA POWDER,AG.01.h [Fruit and vegetables],AG.01.h
6944,A006985,SOAKED FRUITS,AG.01.ak.02.a [Excess in drinking];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.ak.02.a;AG.01.h;AG.01.h.01
6945,A006986,CANDY MOLD,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6946,A006987,HALF-DOLLAR SIZE COOKIES,AG.01 [Food],AG.01
6947,A006988,POWERED SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6948,A006989,ALMOND PASTE MIXTURE,AG.01.af [Tea manufacture];AG.01.n.17 [Confections/sweetmeats];AG.01.l [Additive];AG.01.h.01.f [Nut],AG.01.af;AG.01.n.17;AG.01.l;AG.01.h.01.f
6949,A006990,LEMON GLAZE,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
6950,A006991,GRATED ORANGE RIND,AG.01.d.05 [Pork],AG.01.d.05
6951,A006992,MOCHA CREAM,AG.01.e [Dairy produce];AG.01.t.05 [Preparation for table/cooking];AG.01.n [Dishes and prepared food],AG.01.e;AG.01.t.05;AG.01.n
6952,A006993,COOLED COFFEE,AG.01.ad [Coffee];AG.01.r [Meal];AG.01.ag [Coffee manufacture],AG.01.ad;AG.01.r;AG.01.ag
6953,A006994,SOFT CAKE,AG.01.n.13 [Cake],AG.01.n.13
6954,A006995,FLOURED FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
6955,A006996,POUND CAKES,AG.01.n.13 [Cake];AG.01.o [Animal food],AG.01.n.13;AG.01.o
6956,A006997,EXPOSED SHERBET,AG.01 [Food],AG.01
6957,A006998,DIFFERENT SIZE KIDS,AG.01.d [Animals for food],AG.01.d
6958,A006999,NUT POWDER,AG.01.h.01.f [Nut],AG.01.h.01.f
6959,A007000,CONFECTIONERS ' SUGAR BEATING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.t.07 [Cooking],AG.01.t.05;AG.01.l.02;AG.01.t.07
6960,A007001,WHOLE PECAN HALVES,AG.01.e [Dairy produce];AG.01.h.01.f [Nut],AG.01.e;AG.01.h.01.f
6961,A007002,SET FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
6962,A007003,MILKS,AG.01.e [Dairy produce],AG.01.e
6963,A007004,LEMON FLAVORING,AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.ab;AG.01.h.01.a
6964,A007005,COOLED CANDY BAR MIXTURE,AG.01.n.17.a [Sweets];AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.af;AG.01.l.02;AG.01.ak.01
6965,A007006,GREEN SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6966,A007007,MARSHMALLOW PIECE,AG.01.n.11 [Bread],AG.01.n.11
6967,A007008,EYELIDS,AG.01 [Food],AG.01
6968,A007009,WHITE ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.l.02
6969,A007010,PINK ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.l.02
6970,A007011,MOUTHS,AG.01 [Food],AG.01
6971,A007012,NOSTRILS,AG.01 [Food],AG.01
6972,A007013,FROGS,"AE.11.a [Order Anura/Salienta (frogs, toads)]",AE.11.a
6973,A007014,EGG YOLK/FLOUR MIXTURE,AG.01.af [Tea manufacture];AG.01.g [Eggs],AG.01.af;AG.01.g
6974,A007015,BEATEN EGG WHITES FOLDING,AG.01.g [Eggs],AG.01.g
6975,A007016,VANILLA GLAZE,AF.12 [Particular plants/herbs/shrubs],AF.12
6976,A007017,CARAMEL ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.l.02
6977,A007018,SEAFOAM FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6978,A007019,MASHED APPLE PIE,AG.01.h.01.c [Apple];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry];AG.01.ae.03 [Brewing],AG.01.h.01.c;AG.01.t.05;AG.01.n.15;AG.01.ae.03
6979,A007020,BUTTER MARGARINE,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.f [Fat/oil],AG.01.e.01;AG.01.n;AG.01.f
6980,A007021,CHEESECAKE BATTER,AG.01.m [Substances for food preparation],AG.01.m
6981,A007022,GLAZED CAKE,AG.01.n.13 [Cake];AG.01.t.05 [Preparation for table/cooking],AG.01.n.13;AG.01.t.05
6982,A007023,FOLD GRAPE JAM,AG.01.n.18 [Preserve];AG.01.h.01.b [Berry],AG.01.n.18;AG.01.h.01.b
6983,A007024,HOT KENTUCKY FRUIT,AG.01.h.01 [Fruit/a fruit];AG.01.h [Fruit and vegetables];AG.01 [Food],AG.01.h.01;AG.01.h;AG.01
6984,A007025,LAMB MOLD,AG.01.d.04 [Mutton],AG.01.d.04
6985,A007026,FACE HALF,AG.01 [Food],AG.01
6986,A007027,WELL-GREASED LAMB MOLD,AG.01.d.04 [Mutton],AG.01.d.04
6987,A007028,LAMB CAKE,AG.01.n.13 [Cake];AG.01.d.04 [Mutton],AG.01.n.13;AG.01.d.04
6988,A007029,SNOW FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6989,A007030,BRAZIL NUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
6990,A007031,RICE POTATOES,AG.01.i [Corn/cereals/grain];AG.01.h.02.a [Root vegetable],AG.01.i;AG.01.h.02.a
6991,A007032,RICED POTATOES,AG.01.t.05 [Preparation for table/cooking];AG.01.h.02.a [Root vegetable],AG.01.t.05;AG.01.h.02.a
6992,A007033,RICED/MASHED POTATOES,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
6993,A007034,OTHER EGG,AG.01.g [Eggs],AG.01.g
6994,A007035,MAPLE-CREAM SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
6995,A007036,EXTRA MAPLE-CREAM SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
6996,A007037,CHILLED PEACH PUREE,AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking];AG.01.t.06 [Preserving/pickling],AG.01.h.01.e;AG.01.t.05;AG.01.t.06
6997,A007039,COOKIE CRUMB MIXTURE,AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.af [Tea manufacture],AG.01.n.11;AG.01.n.13;AG.01.af
6998,A007040,DICED STRAWBERRIES,AG.01.n.18 [Preserve];AG.01.h.01.b [Berry],AG.01.n.18;AG.01.h.01.b
6999,A007041,DOUGH ROLL,AG.01.n.11 [Bread],AG.01.n.11
7000,A007042,HOT CREAM MIXTURE,AG.01.e [Dairy produce];AG.01.af [Tea manufacture];AG.01.n [Dishes and prepared food];AG.01 [Food],AG.01.e;AG.01.af;AG.01.n;AG.01
7001,A007043,HALVED PLUMS,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
7002,A007044,PLUMS SIDE,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
7003,A007045,SMALL PLUMS,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
7004,A007046,PLUM CAKE,AG.01.h.01.e [Fruit containing stone];AG.01.n.13 [Cake],AG.01.h.01.e;AG.01.n.13
7005,A007047,BERRY BLUE GELATIN,AG.01.h.01.b [Berry],AG.01.h.01.b
7006,A007048,FROZEN GELATIN,AG.01.t.06 [Preserving/pickling],AG.01.t.06
7007,A007049,ICE POP-SIZED RECTANGLES,AG.01 [Food],AG.01
7008,A007050,DRIZZLE MELTED CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
7009,A007051,OTHER PUFF PASTRY,AG.01.n.15 [Pastry],AG.01.n.15
7010,A007052,PASTRY STRIPS,AG.01.n.15 [Pastry],AG.01.n.15
7011,A007053,SHALLOW HOLES,AG.01 [Food],AG.01
7012,A007054,PREBAKED CRUST,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
7013,A007055,CAKE BOTTOMS,AG.01.n.13 [Cake],AG.01.n.13
7014,A007056,SEEDED PUMPKIN,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
7015,A007057,PUREED PUMPKIN,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
7016,A007058,DRAINED PUMPKIN,AG.01.h.02.f [Fruits as vegetables],AG.01.h.02.f
7017,A007059,PREPARED CRUSTS,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
7018,A007060,COOLED GELATIN,AG.01 [Food],AG.01
7019,A007061,PIMENTO CHEESE,AG.01.h.02.f [Fruits as vegetables];AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.h.02.f;AG.01.n.18;AG.01.e.02
7020,A007062,RED GRAPEFRUIT,AG.01.h.01.a [Citrus fruit],AG.01.h.01.a
7021,A007063,GELATIN SALAD,AG.01.h.02 [Vegetables];AG.01.n.09 [Prepared vegetables and dishes],AG.01.h.02;AG.01.n.09
7022,A007064,HOLIDAY OREO BARK CHRISTMAS TREES,"AF.10.l [Wood, other part of tree/woody plant];AF.07 [Tree/woody plant];AE.02 [Animals defined by noises];AE.14.d.02 [Dog]",AF.10.l;AF.07;AE.02;AE.14.d.02
7023,A007065,GROUND DATES,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
7024,A007066,LADYFINGER COOKIE,AG.01.n.13 [Cake],AG.01.n.13
7025,A007067,BROWNIE MIXTURE,AG.01.af [Tea manufacture],AG.01.af
7026,A007068,BROWNIE BALL,AG.01 [Food],AG.01
7027,A007069,CHOCOLATE COATING,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
7028,A007070,BROWNIE POP,AG.01 [Food],AG.01
7029,A007071,EXCESS CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
7030,A007072,COATED BROWNIE,"AF.10.l [Wood, other part of tree/woody plant];AE.07.d [Covering/skin]",AF.10.l;AE.07.d
7031,A007073,CRAFT FOAM,AE.07 [Animal body],AE.07
7032,A007074,COOLED CHEESECAKE,AG.01 [Food],AG.01
7033,A007075,LARGE SANDWICH,AG.01.n.11 [Bread],AG.01.n.11
7034,A007076,TAMARIND PODS,AF.20.b [Particular fruit-tree/-plant];AF.20 [Particular food plant/product];AF.10 [Part of plant],AF.20.b;AF.20;AF.10
7035,A007077,TAMARIND PULP,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
7036,A007078,TAMARIND MIXTURE,AG.01.af [Tea manufacture];AG.01.h.01 [Fruit/a fruit],AG.01.af;AG.01.h.01
7037,A007079,SHAVED ICE,AG.01 [Food],AG.01
7038,A007080,CHOCOLATE CANDY BARS,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.m;AG.01.l.02;AG.01.ak.01
7039,A007081,FOLD COOLED MARSHMALLOW MIXTURE,AG.01.af [Tea manufacture],AG.01.af
7040,A007082,CRUMB CRUST,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
7041,A007083,CHOCOLATE ALMOND KISS,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.h.01.f [Nut],AG.01.n.17.a;AG.01.m;AG.01.h.01.f
7042,A007084,MELTED CHIP MIXTURE,AG.01.af [Tea manufacture];AG.01.t.07 [Cooking],AG.01.af;AG.01.t.07
7043,A007085,EGG WHITE MERINGUE,AG.01.g [Eggs],AG.01.g
7044,A007086,MERINGUE COOKIES,AG.01 [Food],AG.01
7045,A007087,DIPPED COOKIES,AG.01 [Food],AG.01
7046,A007088,CRUSHED PEPPERMINT CANDY,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
7047,A007089,COARSE BREADCRUMBS,AG.01.a [Qualities of food],AG.01.a
7048,A007090,WARMED SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
7049,A007091,UNGREASED TART,AG.01.n.15 [Pastry],AG.01.n.15
7050,A007092,GOLDEN SYRUP MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.af;AG.01.l.02
7051,A007093,PEANUT BUTTER FLUFF,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h.01.f [Nut],AG.01.e.01;AG.01.n;AG.01.h.01.f
7052,A007094,CHOCOLATE ALMOND BARK,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.h.01.f [Nut],AG.01.n.17.a;AG.01.m;AG.01.h.01.f
7053,A007095,CEREAL FLAKES,AG.01.i [Corn/cereals/grain],AG.01.i
7054,A007096,SNOW ICE CREAM,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food],AG.01.e;AG.01.n;AG.01
7055,A007097,SOFT-SERVE ICE CREAM,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food],AG.01.e;AG.01.n;AG.01
7056,A007098,HARDENED CARAMEL,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
7057,A007099,1-INCH WATER,AG.01.z [Water],AG.01.z
7058,A007100,FLAN,AG.01.n.15 [Pastry];AG.01 [Food],AG.01.n.15;AG.01
7059,A007101,CREAM BROWN SUGAR,AG.01.n [Dishes and prepared food],AG.01.n
7060,A007102,TABLESPOON-SIZE BALLS,AG.01 [Food],AG.01
7061,A007103,MARINATED STRAWBERRIES,AG.01.t.06 [Preserving/pickling];AG.01.h.01.b [Berry];AG.01.t.05 [Preparation for table/cooking],AG.01.t.06;AG.01.h.01.b;AG.01.t.05
7062,A007104,ROUND COOKIE,AG.01.n.13 [Cake],AG.01.n.13
7063,A007105,FONDANT CIRCLE,AG.01.n.17.a [Sweets],AG.01.n.17.a
7064,A007106,GREEN FONDANT,AG.01 [Food],AG.01
7065,A007107,HOLLY,AF.13 [Particular tree/shrub];AF.29.a [Cultivated/ornamental trees/shrubs],AF.13;AF.29.a
7066,A007108,WHITE CONFECTIONERS ' SUGAR,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.t.07 [Cooking],AG.01.t.05;AG.01.l.02;AG.01.t.07
7067,A007109,GREEN LEAVES,AF.10.e [Leaf],AF.10.e
7068,A007110,RED FONDANT,AG.01 [Food],AG.01
7069,A007111,SMALL RED BERRIES,AG.01.h.01.b [Berry],AG.01.h.01.b
7070,A007112,SLURRY,AG.01.t.01 [Preparation of grain],AG.01.t.01
7071,A007113,CENTER HOLE,AG.01 [Food],AG.01
